School Name,State Name [Public School] Latest available year,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Male Students [Public School] 2018-19,Female Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Black Students [Public School] 2018-19,White Students [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19,Latitude [Public School] 2018-19,Longitude [Public School] 2018-19,CSA ID [District] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19
ALFRED B. NOBEL CHARTER MIDDLE,California,Los Angeles County,="06037",1224,1195,12,483,1080,133,698,11,2,2419,85.34,28.35,34.250933,-118.551744,348,2419,950,312,1262
ALFRED S. MADRID MIDDLE,California,Los Angeles County,="06037",403,385,–,53,730,2,1,–,2,788,38.11,20.68,34.061906,-118.008542,348,788,705,47,752
ALHAMBRA HIGH,California,Los Angeles County,="06037",1246,1143,4,1032,1212,25,51,2,63,2389,101.52,23.53,34.092871,-118.128771,348,2389,1316,291,1607
ALHAMBRA SENIOR HIGH,California,Contra Costa County,="06013",616,616,2,106,365,33,591,5,130,1232,54.80,22.48,38.001807,-122.134293,488,1232,250,23,273
ALIANZA CHARTER,California,Santa Cruz County,="06087",336,334,–,4,629,4,32,–,1,670,26.00,25.77,36.960615,-121.731545,488,670,445,46,491
ALICANTE AVENUE ELEMENTARY,California,Kern County,="06029",547,574,–,5,1103,1,11,–,1,1121,40.50,27.68,35.261425,-118.917233,†,1121,959,63,1022
ALICE BIRNEY ELEMENTARY,California,Humboldt County,="06023",208,179,27,64,134,12,101,4,45,387,15.00,25.80,40.776913,-124.178707,†,387,336,20,356
ALICE BIRNEY ELEMENTARY,California,San Bernardino County,="06071",318,339,1,8,611,23,14,–,–,657,26.00,25.27,34.078400,-117.310770,348,657,602,2,604
ALICE BIRNEY WALDORF-INSPIRED,California,Sacramento County,="06067",261,257,2,11,118,21,306,2,58,518,24.00,21.58,38.512594,-121.509341,472,518,115,55,170
ALICE C. STELLE MIDDLE,California,Los Angeles County,="06037",402,428,4,58,67,19,658,–,24,830,35.64,23.29,34.142675,-118.614223,348,830,74,10,84
ALICE M. ELLINGTON ELEMENTARY,California,Los Angeles County,="06037",251,220,1,20,419,3,26,–,2,471,22.00,21.41,34.103557,-117.920608,348,471,319,46,365
ALICE M. WORSLEY,California,Fresno County,="06019",217,25,5,4,148,57,27,="0",1,242,21.50,11.26,36.660222,-119.726599,260,242,237,="0",237
ALICE N. STROUD ELEMENTARY,California,Stanislaus County,="06099",239,256,–,19,302,13,126,2,33,495,19.00,26.05,37.653814,-120.912968,382,495,330,83,413
ALICE SHAW ELEMENTARY,California,Santa Barbara County,="06083",290,287,–,7,328,2,188,1,51,577,22.50,25.64,34.889280,-120.425717,†,577,279,36,315
ALICIA CORTEZ ELEMENTARY,California,San Bernardino County,="06071",284,282,–,20,457,11,63,2,13,566,19.60,28.88,34.021728,-117.670665,348,566,354,46,400
ALICIA REYES ELEMENTARY,California,Merced County,="06047",354,324,1,39,592,28,13,–,5,678,27.10,25.02,37.287480,-120.495716,382,678,611,25,636
ALILA,California,Tulare County,="06107",280,253,–,4,505,4,5,–,15,533,22.50,23.69,35.885030,-119.269831,546,533,476,32,508
ALISAL COMMUNITY,California,Monterey County,="06053",347,320,–,3,656,–,3,–,5,667,26.00,25.65,36.681928,-121.604478,†,667,589,28,617
ALISAL ELEMENTARY,California,Alameda County,="06001",335,309,2,271,70,4,254,–,43,644,28.00,23.00,37.671914,-121.870788,488,644,44,9,53
ALISAL HIGH,California,Monterey County,="06053",1496,1408,1,28,2842,2,29,–,2,2904,117.06,24.81,36.684893,-121.601578,†,2904,2190,252,2442
ALISO ELEMENTARY,California,Santa Barbara County,="06083",192,197,1,2,331,4,48,–,3,389,17.00,22.88,34.401042,-119.526797,†,389,248,30,278
ALISO NIGUEL HIGH,California,Orange County,="06059",1601,1442,8,478,596,50,1664,10,237,3043,113.63,26.78,33.560785,-117.719134,348,3043,511,55,566
ALISO VIEJO MIDDLE,California,Orange County,="06059",526,533,1,132,235,16,583,1,91,1059,44.21,23.95,33.580396,-117.712663,348,1059,222,30,252
ALL TRIBES CHARTER,CALIFORNIA,San Diego County,="06073",21,22,41,–,–,–,2,–,–,43,1.00,43.00,33.278715,-116.954152,†,43,40,="0",40
ALL TRIBES ELEMENTARY CHARTER,CALIFORNIA,San Diego County,="06073",29,25,53,–,–,–,1,–,–,54,4.50,12.00,33.278715,-116.954152,†,54,40,5,45
ALLAN ORRENMAA ELEMENTARY,California,Riverside County,="06065",275,282,2,27,428,10,81,3,6,557,23.00,24.22,33.892444,-117.477650,348,557,328,71,399
ALLAN PETERSON ELEMENTARY,California,Merced County,="06047",302,307,5,67,303,12,190,1,31,609,24.00,25.38,37.327795,-120.460973,382,609,262,56,318
ALLEGIANCE STEAM ACADEMY - THRIVE,CALIFORNIA,San Bernardino County,="06071",225,248,1,82,284,15,84,3,4,473,15.90,29.75,34.015961,-117.676819,348,473,126,36,162
ALLEN (DECIMA M.) ELEMENTARY,California,San Mateo County,="06081",220,189,2,68,243,4,50,25,17,409,15.00,27.27,37.624442,-122.415958,488,409,186,34,220
ALLEN (ELLA B.) ELEMENTARY,California,San Diego County,="06073",166,188,–,35,222,7,78,–,12,354,14.00,25.29,32.656437,-117.033212,†,354,106,34,140
ALLEN AT STEINBECK,California,Santa Clara County,="06085",263,257,1,40,350,17,81,1,30,520,20.50,25.37,37.246539,-121.856789,488,520,268,63,331
ALLEN AVENUE ELEMENTARY,California,Los Angeles County,="06037",250,215,1,43,260,7,123,–,31,465,20.00,23.25,34.117090,-117.793561,348,465,147,22,169
ALLENDALE ELEMENTARY,California,Alameda County,="06001",214,187,2,62,185,115,15,7,15,401,18.00,22.28,37.788484,-122.204714,488,401,312,21,333
ALLENSWORTH ELEMENTARY,California,Tulare County,="06107",41,47,–,–,88,–,–,–,–,88,4.66,18.88,35.854696,-119.391110,546,88,82,3,85
ALLESANDRO ELEMENTARY,California,Los Angeles County,="06037",203,165,–,25,317,4,22,–,–,368,17.00,21.65,34.102012,-118.251830,348,368,236,27,263
ALLIANCE ACADEMY,California,Alameda County,="06001",158,129,1,10,216,47,3,7,3,287,21.00,13.67,37.746312,-122.165546,488,287,268,5,273
ALLIANCE ALICE M. BAXTER COLLEGE-READY HIGH,CALIFORNIA,Los Angeles County,="06037",140,158,–,19,238,19,16,3,3,298,17.37,17.16,33.735780,-118.287061,348,298,209,30,239
ALLIANCE CINDY AND BILL SIMON TECHNOLOGY ACADEMY HIGH,CALIFORNIA,Los Angeles County,="06037",263,245,1,–,453,51,3,–,–,508,27.75,18.31,33.938635,-118.238740,348,508,467,23,490
ALLIANCE COLLEGE-READY MIDDLE ACADEMY 12,CALIFORNIA,Los Angeles County,="06037",237,216,–,–,445,3,1,–,4,453,16.00,28.31,33.997690,-118.273271,348,453,426,18,444
ALLIANCE COLLEGE-READY MIDDLE ACADEMY 4,CALIFORNIA,Los Angeles County,="06037",231,219,–,1,432,10,5,1,1,450,19.82,22.70,33.947770,-118.274231,348,450,412,21,433
ALLIANCE COLLEGE-READY MIDDLE ACADEMY 5,CALIFORNIA,Los Angeles County,="06037",136,130,1,5,248,6,1,–,5,266,10.00,26.60,34.072208,-118.220433,348,266,229,17,246
ALLIANCE COLLEGE-READY MIDDLE ACADEMY 8,CALIFORNIA,Los Angeles County,="06037",232,213,–,–,438,–,2,–,5,445,19.70,22.59,34.035460,-118.187311,348,445,404,26,430
ALLIANCE COLLINS FAMILY COLLEGE-READY HIGH,CALIFORNIA,Los Angeles County,="06037",296,300,–,2,589,1,2,–,2,596,30.00,19.87,33.977420,-118.234121,348,596,511,49,560
ALLIANCE DR. OLGA MOHAN HIGH,CALIFORNIA,Los Angeles County,="06037",230,223,–,4,431,2,1,–,15,453,26.00,17.42,34.036780,-118.272331,348,453,382,30,412
ALLIANCE GERTZ-RESSLER RICHARD MERKIN 6-12 COMPLEX,CALIFORNIA,Los Angeles County,="06037",490,483,1,–,962,6,1,–,3,973,46.00,21.15,34.036590,-118.283101,348,973,861,62,923
ALLIANCE JACK H. SKIRBALL MIDDLE,CALIFORNIA,Los Angeles County,="06037",225,221,–,2,395,44,3,1,1,446,18.00,24.78,33.930271,-118.264950,348,446,406,19,425
ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH,CALIFORNIA,Los Angeles County,="06037",281,324,1,1,583,16,3,–,1,605,29.67,20.39,33.944161,-118.278691,348,605,564,33,597
ALLIANCE KORY HUNTER MIDDLE,CALIFORNIA,Los Angeles County,="06037",209,246,1,–,442,3,1,–,8,455,16.67,27.29,33.987110,-118.247381,348,455,409,19,428
ALLIANCE LEICHTMAN-LEVINE FAMILY FOUNDATION ENV SCI HIGH,CALIFORNIA,Los Angeles County,="06037",259,237,2,24,446,1,10,1,12,496,25.50,19.45,34.113590,-118.246471,348,496,376,53,429
ALLIANCE MARC & EVA STERN MATH AND SCIENCE,CALIFORNIA,Los Angeles County,="06037",316,291,1,11,575,5,11,1,3,607,31.47,19.29,34.063793,-118.170763,348,607,461,58,519
ALLIANCE MARGARET M. BLOOMFIELD TECHNOLOGY ACADEMY HIGH,CALIFORNIA,Los Angeles County,="06037",246,279,–,1,494,2,5,–,23,525,25.30,20.75,33.966960,-118.230601,348,525,439,30,469
ALLIANCE MARINE - INNOVATION AND TECHNOLOGY 6-12 COMPLEX,CALIFORNIA,Los Angeles County,="06037",421,312,6,16,635,9,49,1,17,733,35.17,20.84,34.237400,-118.393341,348,733,564,83,647
ALLIANCE MORGAN MCKINZIE HIGH,CALIFORNIA,Los Angeles County,="06037",222,216,–,–,435,1,1,–,1,438,18.00,24.33,34.035552,-118.187903,348,438,384,22,406
ALLIANCE OUCHI-O'DONOVAN 6-12 COMPLEX,CALIFORNIA,Los Angeles County,="06037",502,527,–,1,957,62,3,–,6,1029,45.60,22.57,33.993479,-118.322093,348,1029,856,83,939
ALLIANCE PATTI AND PETER NEUWIRTH LEADERSHIP ACADEMY,CALIFORNIA,Los Angeles County,="06037",279,284,–,–,546,15,2,–,–,563,29.47,19.10,34.001550,-118.273601,348,563,515,28,543
ALLIANCE PIERA BARBAGLIA SHAHEEN HEALTH SERVICES ACADEMY,CALIFORNIA,Los Angeles County,="06037",232,280,–,2,436,68,4,1,1,512,26.17,19.56,33.960292,-118.294314,348,512,455,36,491
ALLIANCE RENEE AND MEYER LUSKIN ACADEMY HIGH,CALIFORNIA,Los Angeles County,="06037",276,246,3,1,433,82,2,1,–,522,23.67,22.05,33.977070,-118.325721,348,522,449,33,482
ALLIANCE SUSAN AND ERIC SMIDT TECHNOLOGY HIGH,CALIFORNIA,Los Angeles County,="06037",287,254,–,11,508,13,2,–,7,541,30.30,17.85,34.072208,-118.220433,348,541,458,31,489
ALLIANCE TED K. TAJIMA HIGH,CALIFORNIA,Los Angeles County,="06037",199,201,–,12,379,1,2,–,6,400,22.25,17.98,34.063542,-118.261557,348,400,349,24,373
ALLIANCE TENNENBAUM FAMILY TECHNOLOGY HIGH,CALIFORNIA,Los Angeles County,="06037",161,136,3,7,277,5,3,1,1,297,18.70,15.88,34.102979,-118.239385,348,297,242,19,261
ALLIANCE VIRGIL ROBERTS LEADERSHIP ACADEMY,CALIFORNIA,Los Angeles County,="06037",216,209,1,1,300,123,–,–,–,425,18.80,22.61,33.977070,-118.325721,348,425,365,25,390
ALLISON ELEMENTARY,California,Los Angeles County,="06037",175,132,1,5,280,6,10,–,5,307,13.50,22.74,34.078343,-117.731712,348,307,242,41,283
ALMA FUERTE PUBLIC,CALIFORNIA,Los Angeles County,="06037",47,30,="0",1,44,17,9,4,2,77,5.00,15.40,34.197980,-118.148551,348,77,48,="0",48
ALMA PRESCHOOL,California,Alameda County,="06001",†,†,†,†,†,†,†,†,†,†,–,–,37.708090,-122.071412,488,†,†,†,†
ALMADEN ELEMENTARY,California,Santa Clara County,="06085",162,141,–,16,239,5,28,2,13,303,12.65,23.95,37.251455,-121.884767,488,303,193,39,232
ALMANOR HIGH (CONTINUATION),California,Plumas County,="06063",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,40.309074,-121.232052,†,="0",–,–,–
ALMERIA MIDDLE,California,San Bernardino County,="06071",424,396,3,29,655,66,50,1,16,820,41.54,19.74,34.113007,-117.459863,348,820,536,148,684
ALMOND ACRES CHARTER ACADEMY,CALIFORNIA,San Luis Obispo County,="06079",149,135,1,1,63,2,202,–,15,284,14.00,20.29,35.757481,-120.696927,†,284,71,4,75
ALMOND ELEMENTARY,California,San Bernardino County,="06071",269,238,–,13,463,17,12,–,2,507,21.98,23.07,34.105178,-117.494270,348,507,359,49,408
ALMOND ELEMENTARY,California,Santa Clara County,="06085",245,243,–,190,65,5,170,1,57,488,21.81,22.38,37.383846,-122.101414,488,488,48,15,63
ALMOND GROVE ELEMENTARY,CALIFORNIA,Contra Costa County,="06013",250,264,–,78,151,45,225,1,14,514,23.00,22.35,37.975219,-121.726136,488,514,88,19,107
ALMOND TREE MIDDLE,California,Kern County,="06029",299,306,1,44,552,3,1,3,1,605,28.00,21.61,35.773143,-119.261564,†,605,452,26,478
ALMONDALE ELEMENTARY,California,Kern County,="06029",325,296,2,30,226,11,338,1,13,621,30.00,20.70,35.407541,-119.119744,†,621,153,21,174
ALOHA ELEMENTARY,California,Los Angeles County,="06037",194,162,–,31,202,72,16,9,26,356,12.50,28.48,33.835559,-118.083197,348,356,272,36,308
ALONDRA MIDDLE,California,Los Angeles County,="06037",497,502,–,21,900,52,5,11,10,999,42.75,23.37,33.886507,-118.150081,348,999,847,104,951
ALPAUGH -SENIOR HIGH,California,Tulare County,="06107",44,34,–,–,73,–,5,–,–,78,6.19,12.60,35.886453,-119.486592,546,78,73,1,74
ALPAUGH ELEMENTARY,California,Tulare County,="06107",110,134,1,5,223,–,14,–,1,244,10.22,23.87,35.886453,-119.486592,546,244,223,8,231
ALPHA CHARTER,California,Sacramento County,="06067",60,26,2,="0",31,20,19,="0",14,86,="0.40",215.00,38.731176,-121.466300,472,86,49,5,54
ALPHA CINDY AVITIA HIGH,CALIFORNIA,Santa Clara County,="06085",222,216,1,37,360,3,34,–,3,438,26.33,16.64,37.330400,-121.828901,488,438,319,68,387
ALPHA ELEMENTARY,California,Madera County,="06039",346,366,3,4,650,15,33,–,7,712,28.00,25.43,36.942766,-120.065693,260,712,565,95,660
ALPHA TECHNOLOGY MIDDLE,California,Sacramento County,="06067",38,19,2,1,26,1,25,–,2,57,2.60,21.92,38.711843,-121.463425,472,57,33,6,39
ALPHA: BLANCA ALVARADO,CALIFORNIA,Santa Clara County,="06085",149,141,3,15,199,4,62,1,6,290,12.00,24.17,37.326597,-121.835143,488,290,208,47,255
ALPHA: CORNERSTONE ACADEMY PREPARATORY,CALIFORNIA,Santa Clara County,="06085",266,277,1,323,171,4,22,1,21,543,19.00,28.58,37.325370,-121.851871,488,543,312,64,376
ALPHA: JOSE HERNANDEZ,CALIFORNIA,Santa Clara County,="06085",150,127,1,15,196,–,62,1,2,277,9.75,28.41,37.326597,-121.835143,488,277,211,44,255
ALPINE COUNTY OPPORTUNITY,California,Alpine County,="06003",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,38.766563,-119.809131,†,="0",–,–,–
ALPINE COUNTY SECONDARY COMMUNITY DAY,California,Alpine County,="06003",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,38.810013,-119.780778,†,="0",–,–,–
ALPINE ELEMENTARY,California,Los Angeles County,="06037",242,261,–,–,422,23,53,1,4,503,20.00,25.15,34.520693,-117.982021,348,503,425,2,427
ALPINE ELEMENTARY,California,San Diego County,="06073",74,84,11,1,46,–,85,–,15,158,6.00,26.33,32.838093,-116.774237,†,158,61,11,72
ALPINE VISTA,California,Tulare County,="06107",673,652,3,36,869,25,373,3,16,1325,53.50,24.77,36.201343,-119.305404,546,1325,544,133,677
ALPS VIEW HIGH (CONTINUATION),California,Trinity County,="06105",5,2,="0",="0",="0",="0",7,="0",="0",7,="0.25",28.00,40.739653,-122.947791,†,7,‡,‡,‡
ALTA CALIFORNIA ELEMENTARY,California,Los Angeles County,="06037",374,305,–,17,636,10,14,1,1,679,30.00,22.63,34.231979,-118.456945,348,679,643,13,656
ALTA ELEMENTARY,California,Fresno County,="06019",184,192,–,1,342,–,28,–,5,376,12.00,31.33,36.610693,-119.398312,260,376,321,19,340
ALTA HEIGHTS ELEMENTARY,California,Napa County,="06055",156,139,–,3,124,2,151,–,15,295,12.40,23.79,38.302744,-122.272777,488,295,118,12,130
ALTA LOMA ELEMENTARY,California,San Bernardino County,="06071",277,228,1,36,289,43,130,5,1,505,18.00,28.06,34.125833,-117.597409,348,505,211,45,256
ALTA LOMA ELEMENTARY,California,Los Angeles County,="06037",227,222,–,2,385,46,16,–,–,449,21.00,21.38,34.042796,-118.338965,348,449,412,22,434
ALTA LOMA HIGH,California,San Bernardino County,="06071",1350,1196,12,136,1371,156,791,20,60,2546,102.76,24.78,34.122252,-117.611611,348,2546,1064,278,1342
ALTA LOMA JUNIOR HIGH,California,San Bernardino County,="06071",347,329,3,46,305,36,265,4,17,676,27.50,24.58,34.140877,-117.609946,348,676,212,33,245
ALTA LOMA MIDDLE,California,San Mateo County,="06081",369,331,–,252,322,5,63,16,42,700,35.20,19.89,37.661636,-122.450144,488,700,197,32,229
ALTA MESA ELEMENTARY,California,Shasta County,="06089",140,148,9,30,55,2,142,1,49,288,14.00,20.57,40.555310,-122.328453,454,288,214,30,244
ALTA MURRIETA ELEMENTARY,California,Riverside County,="06065",467,409,3,78,397,34,285,5,74,876,33.50,26.15,33.566801,-117.168905,348,876,280,73,353
ALTA SIERRA ELEMENTARY,California,Nevada County,="06057",155,153,1,4,23,1,227,1,51,308,14.00,22.00,39.118806,-121.042162,472,308,93,16,109
ALTA SIERRA INTERMEDIATE,California,Fresno County,="06019",717,659,12,175,463,38,634,4,50,1376,56.73,24.26,36.857088,-119.718515,260,1376,450,105,555
ALTA VISTA ACADEMY,California,San Diego County,="06073",5,19,="0",="0",9,7,7,="0",1,24,7.40,3.24,32.618318,-117.025397,†,24,21,="0",21
ALTA VISTA ALTERNATIVE HIGH,California,Santa Barbara County,="06083",42,75,1,5,59,2,45,–,5,117,8.40,13.93,34.421344,-119.695651,†,117,46,2,48
ALTA VISTA ALTERNATIVE JUNIOR HIGH,California,Santa Barbara County,="06083",2,="0",="0",="0",2,="0",="0",="0",="0",2,1.60,1.25,34.421297,-119.695579,†,2,‡,‡,‡
ALTA VISTA COMMUNITY CHARTER,California,Placer County,="06061",71,69,2,–,15,2,105,–,16,140,6.00,23.33,38.908430,-121.063640,472,140,52,7,59
ALTA VISTA ELEMENTARY,California,Tulare County,="06107",309,265,4,6,473,–,75,12,4,574,21.38,26.85,36.058091,-118.966142,546,574,449,="0",449
ALTA VISTA ELEMENTARY,California,Santa Clara County,="06085",304,345,2,182,65,3,322,1,74,649,27.00,24.04,37.239425,-121.941500,488,649,35,2,37
ALTA VISTA ELEMENTARY,California,Los Angeles County,="06037",319,328,–,98,136,18,311,–,84,647,28.00,23.11,33.828888,-118.378426,348,647,58,10,68
ALTA VISTA HIGH,California,Santa Clara County,="06085",45,34,="0",2,57,4,14,2,="0",79,7.50,10.53,37.360092,-122.063698,488,79,50,6,56
ALTA VISTA HIGH (CONTINUATION),California,San Diego County,="06073",61,52,1,="0",101,2,4,1,4,113,12.32,9.17,33.222315,-117.219078,†,113,99,10,109
ALTA VISTA INNOVATION HIGH,CALIFORNIA,San Bernardino County,="06071",676,846,16,9,953,292,197,5,50,1522,64.90,23.45,34.468780,-117.292961,348,1522,1273,85,1358
ALTA-DUTCH FLAT ELEMENTARY,California,Placer County,="06061",54,45,1,1,3,–,90,–,4,99,4.65,21.29,39.207554,-120.807898,472,99,44,="0",44
ALTADENA ELEMENTARY,California,Los Angeles County,="06037",116,109,–,3,129,52,28,–,13,225,11.50,19.57,34.185118,-118.134731,348,225,138,12,150
ALTAMONT CREEK ELEMENTARY,California,Alameda County,="06001",298,287,5,134,123,10,264,1,48,585,24.60,23.78,37.722632,-121.718462,488,585,92,8,100
ALTAMONT ELEMENTARY,CALIFORNIA,San Joaquin County,="06077",372,328,5,292,144,34,145,5,75,700,32.32,21.66,37.782640,-121.550431,488,700,93,16,109
ALTERNATIVE EDUCATION-SAN JOAQUIN HIGH,California,Orange County,="06059",9,16,="0",9,="0",="0",13,="0",3,25,8.00,3.13,33.689618,-117.819244,348,25,4,="0",4
ALTERNATIVE FAMILY EDUCATION,California,Santa Cruz County,="06087",61,51,2,5,13,–,84,–,8,112,4.90,22.86,36.980846,-122.013806,488,112,17,2,19
ALTERNATIVE LEARNING ACADEMY AT CONLEY-CARABALLO HIGH,California,Alameda County,="06001",8,2,="0",="0",4,5,1,="0",="0",10,1.00,10.00,37.614766,-122.028028,488,10,7,="0",7
ALTERNATIVE LEARNING CENTER,California,San Bernardino County,="06071",18,19,1,="0",28,3,2,="0",3,37,3.00,12.33,34.129306,-117.216379,348,37,33,="0",33
ALTERNATIVES IN ACTION,CALIFORNIA,Alameda County,="06001",111,91,1,–,168,12,2,–,19,202,10.00,20.20,37.764340,-122.195511,488,202,182,9,191
ALTIMIRA MIDDLE,California,Sonoma County,="06097",232,236,3,7,326,1,115,1,15,468,24.70,18.95,38.312529,-122.497601,488,468,309,45,354
ALTURAS ELEMENTARY,California,Modoc County,="06049",199,200,23,5,69,5,284,1,12,399,20.71,19.27,41.490162,-120.555898,†,399,258,11,269
ALVARADO ELEMENTARY,California,Los Angeles County,="06037",209,195,–,125,194,47,14,1,23,404,14.50,27.86,33.794737,-118.168635,348,404,287,34,321
ALVARADO ELEMENTARY,California,Alameda County,="06001",406,320,4,432,162,31,43,9,45,726,31.20,23.27,37.595483,-122.076782,488,726,256,97,353
ALVARADO ELEMENTARY,California,San Francisco County,="06075",246,269,2,14,216,10,205,–,68,515,18.00,28.61,37.753740,-122.438502,488,515,103,30,133
ALVARADO INTERMEDIATE,California,Los Angeles County,="06037",390,347,–,353,330,10,28,2,14,737,32.22,22.87,33.983731,-117.895676,348,737,448,82,530
ALVIEW ELEMENTARY,California,Madera County,="06039",93,88,1,4,100,–,76,–,–,181,8.00,22.63,37.048047,-120.472780,260,181,97,17,114
ALVIN ELEMENTARY,California,Santa Barbara County,="06083",489,472,2,7,928,2,18,–,4,961,39.25,24.48,34.960816,-120.432464,†,961,832,62,894
ALVIN S. HATCH ELEMENTARY,California,San Mateo County,="06081",279,284,–,16,321,–,210,–,16,563,22.00,25.59,37.462571,-122.435666,488,563,217,31,248
ALVINA ELEMENTARY CHARTER,California,Fresno County,="06019",107,96,–,3,173,–,27,–,–,203,10.00,20.30,36.554000,-119.796031,260,203,137,17,154
ALVORD ALTERNATIVE CONTINUATION HIGH,California,Riverside County,="06065",96,67,="0",="0",152,2,8,="0",1,163,7.38,22.09,33.935580,-117.481331,348,163,137,10,147
ALVORD CONTINUATION HIGH,California,Riverside County,="06065",98,70,="0",3,139,14,9,1,2,168,10.00,16.80,33.891367,-117.489045,348,168,117,11,128
AMADOR COUNTY ROP,California,Amador County,="06005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,38.352522,-120.777685,†,="0",–,–,–
AMADOR COUNTY SPECIAL EDUCATION,California,Amador County,="06005",88,49,3,–,41,1,82,–,10,137,22.18,6.18,38.352978,-120.778292,†,137,67,2,69
